Run!	Chạy!
No matter how busy I become, I'll always have time for my children.	Bất kể bận rộn thế nào, tôi sẽ luôn có thời gian cho các con tôi.
Please come back to Boston and visit us whenever you have a chance.	Hãy trở lại Boston thăm bọn tôi khi nào có dịp nhé.
Tom asked me if I could stay and help him clean up after the party.	Tom hỏi tôi nếu tôi có thể ở lại và giúp anh ấy dọn dẹp sau bữa tiệc.
Tom made no attempt to hide the fact that he was in love with Mary.	Tom không thèm giấu chuyện anh ta yêu Mary.
Tom never realized there were so many women working at his company.	Tom chả bao giờ nhận ra có rất nhiều nữ trong công ty của anh ấy.
The policy of the government was criticized by the opposition party.	Chính sách của chính phủ bị phê phán bởi đảng đối lập.
Tom spent a lot of time trying to learn how to play the French horn.	Tom dành nhiều thời gian cố gắng để học cách chơi tù và của người Pháp.
Everyone seemed to be very busy and everyone seemed to be in a hurry.	Dường như mọi người rất bận rộn và dường như mọi người đang hối hả.
One must practice every day in order to become a world-class athlete.	Người ta phải thực hành / tập luyện mỗi ngày để trở thành một vận động viên đẳng cấp thế giới.
Small cars are very economical because of their low fuel consumption.	Xe hơi nhỏ rất kinh tế bởi vì nó tiêu thụ ít xăng.
Tom ate part of the ham, and then put the rest into the refrigerator.	Tom ăn một phần giăm bông, rồi cắt phần còn lại vào tủ lạnh.
Tom told Mary that he didn't have enough time to get everything done.	Tom nói với Mary rằng anh ta không có đủ thời gian để làm mọi việc.
Nobody knew that Tom was the person who contributed most of the money.	Không ai biết là Tom là người đóng góp nhiều tiền nhất.
If he had stayed at home that day, he would not have met with disaster.	Nếu ngày hôm đó anh ta ở nhà, thì anh ta đã không phải gặp tai họa.
The root of the problem is a lack of communication between departments.	Nguồn gốc của vấn đề là thiếu trao đổi giữa các bộ phận.
The whole soccer team was on cloud nine after winning the championship.	Cả đội bóng đang ở trên mây sau khi dành được danh hiệu vô địch.
I was planning on going to the beach today, but then it started to rain.	Tôi tính đi ra biển chơi nhưng trời lại bắt đầu mưa.
If we place an order for more than 20 units, would you reduce the price?	Nếu chúng tôi đặt hàng với số lượng lớn hơn 20, bạn sẽ giảm giá chứ?
You should visit Kyoto, which is famous for its old temples and shrines.	Bạn nên đến Tokyo, nơi nổi tiếng với những địa danh như ngôi chùa cổ, đền Shinto...
It'll cost you more to fix it than to it would cost you to buy a new one.	Sửa còn đắt hơn mua cái mới.
No matter how busy you are, I think you should at least read a newspaper.	Dù bận thế nào thì tôi nghĩ bạn vẫn nên đọc một tờ báo.
The mayor thought that he should investigate the decline in tax revenues.	Thị trưởng nghĩ rằng ông ta nên điều tra về việc sụt giảm nguồn thu từ thuế.
He tried to behave as bravely as possible while he was being held hostage.	Anh ta cố gắng hành động dũng cảm nhất có thể trong khi bị giữ làm con tin.
I don't think it'll rain, but I'll take an umbrella with me, just in case.	Tôi không nghĩ là sẽ có mưa, nhưng cứ cầm theo ô cho chắc.
Since I was sick for a week, I'm making every possible effort to catch up.	Do tôi bị bệnh trong một tuần, tôi đang nỗi lực hết sức có thể để bắt kịp.
Usually when Tom and Mary go out for dinner together, they split the bill.	Thông thường khi Tom và Mary ra ngoài ăn tối cùng nhau, họ cùng trả tiền hoá đơn.
Whether or not Tom gets the job in Boston is still very much up in the air.	Liệu Tom có nhận công việc ở Boston không vẫn còn là điều khó đoán.
I've never met anyone who knows as much about Australian history as Tom does.	Tôi chưa từng gặp ai biết nhiều về lịch sử nước Úc nhiều như Tom.
Since they had no children of their own, they decided to adopt a little girl.	Vì không sinh con nên họ quyết định nhận nuôi một bé gái.
There are many rest stops along the freeway for the convenience of travelers.	Có nhiều điểm dừng dọc đường tạo sự thuận lợi cho khách du lịch.
We had to agree to total confidentiality and sign a non-disclosure agreement.	Chúng tôi phải chấp nhận bảo mật toàn bộ và ký một thỏa thuận không tiết lộ.
Tom wanted me to tell you to buy a couple of loaves of bread on your way home.	Tom muốn tôi dặn bạn mua một vài ổ bánh mì trên đường về nhà.
"Who will be coming to the party?" "A few friends and four or five colleagues."	"Những ai sẽ đến dự tiệc?" "Một vài người bạn và bốn hoặc năm đồng nghiệp."
Culture is what remains after one has forgotten all the things one has learned.	Văn hóa là điều gì còn lại sau khi người ta đã quên tất cả những điều người ta đã học.
Can I stay with you? I was kicked out of my house because I didn't pay the rent.	Tôi có thể đến ở với bạn được không? Tôi bị đuổi ra đường vì tôi không trả tiền thuê nhà.
That man was standing a little ways away, but he turned when he heard Tom shout.	Người đàn ông đó đứng cách xa một chút nhưng ông ta quay lại khi nghe thấy Tôm hét to.
Most teachers don't make a decent living considering the hours they have to work.	Hầu hết giáo viên không có được một cuộc sống tử tế do số giờ mà họ phải làm việc.
That happened seventeen years before the Wright brothers flew for the first time.	Việc đó xảy ra mười bảy năm trước khi hai anh em Wright bay thử lần đầu.
I made this gratin using yesterday's leftovers. It tastes pretty good, doesn't it?	Tôi làm món bánh gratin này từ đồ ăn dư hôm qua. Nó ngon tuyệt, phải không?
Of all the things Tom did last weekend, he says that windsurfing was the most fun.	Trong những thứ Tom đã làm cuối tuần rồi, anh ta nói rằng lướt ván buồm là vui nhất.
The methodology used in his study is also helpful to us in conducting our research.	Phương pháp luận được dùng trong cuộc nghiên cứu của anh ta cũng hữu ích trong việc quản lý cuộc nghiên cứu của chúng tôi.
Throughout the United State large numbers of young people enter college every year.	Hàng năm có một số lượng lớn thanh niên nhập học đại học trên khắp nước Mỹ.
What do you think has caused the present trade friction between Japan and the U.S.?	Bạn nghĩ điều gì đã gây ra mâu thuẫn trong hoạt động thương mại giữa Nhật Bản và Hoa Kỳ?
Parsnips, squash, carrots, peas and sweet potatoes are considered starchy vegetables.	Củ cải vàng, bí, cà rốt, đậu và khoai lang được xem là các loại rau củ chứa nhiều tinh bột.
The number of people on Facebook is greater than the population of the United States.	Số lượng người dùng trên Facebook lớn hơn cả dân số của nước Mỹ.
This movement from rural to urban areas has been going on for over two hundred years.	Sự dịch chuyện từ nông thôn lên thành thị đã diễn ra suốt hơn hai trăm năm.
You're playing with fire if you insist on riding your motorcycle without a helmet on.	Bạn đang đùa với lửa nếu bạn nhất quyết chạy xe máy mà không đội mũ bảo hiểm.
Democracy is the worst form of government, except all the others that have been tried.	Trong tất cả các loại hình chính phủ, dân chủ là tệ nhất, trừ mọi chính phủ mà đã tồn tại từ xưa đến giờ.
Finally, I have time to reply to the mail that I have received these past three weeks.	Cuối cùng tôi có thời gian để trả lời thư mà tôi đã nhận trong 3 tuần qua.
Tom walked over to the woman with a drink in her hand and asked her what her name was.	Tom bước tới chỗ người phụ nữ đang cầm một chiếc ly trong tay và hỏi tên cô ấy là gì.
A study found that almost 10% of men were obese in 2008. That was up from about 5% in 1980.	Một nghiên cứu chỉ ra rằng hầu hết 10% đàn ông sẽ bị béo phì vào năm 2008. Tỉ lệ này đã tăng từ khoảng 5% vào năm 1980.
Tom remembers telling Mary the story about how he had escaped from being eaten by cannibals.	Tom nhớ là đã kể cho Marry nghe chuyện anh ta trốn thoát khỏi bọn ăn thịt người.
It may seem like a minor thing to you, but for a lot of people this is really difficult to do.	Nó chỉ là việc nhỏ đối với bạn, nhưng đối với nhiều người khác việc đó rất khó thực hiện.
The user you to want to send this message to does not exist. Please try with another username.	Người dùng bạn muốn gởi tin này đến không tồn tại. Vui lòng thử tên khác.
"If you're tired, why don't you go to sleep?" "Because if I go to sleep now I will wake up too early."	"Nếu mệt thì ngủ một chút đi?" "Bây giờ mà ngủ thì sẽ dậy sớm lắm."
It's very easy to sound natural in your own native language, and very easy to sound unnatural in your non-native language.	Câu nói đó trong ngôn ngữ của bạn rất dễ để nghe thấy nó tự nhiên, và cũng rất dễ để nó trở nên không tự nhiên đối với ngôn không phải là ngôn ngữ mẹ đẻ của bạn.
